;FILENAME;URL;TYPE;FICHIER;MASQUE;LUMINOSITE;LUMINOSITE-CORR;CONTRASTE;CONTRASTE-CORR
20402;Viral Pneumonia-583;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-583.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-583.png;;;;
20411;Viral Pneumonia-592;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-592.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-592.png;;;;
20412;Viral Pneumonia-593;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-593.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-593.png;;;;
20413;Viral Pneumonia-594;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-594.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-594.png;;;;
20415;Viral Pneumonia-596;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-596.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-596.png;;;;
20435;Viral Pneumonia-616;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-616.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-616.png;;;;
20471;Viral Pneumonia-652;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-652.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-652.png;;;;
20482;Viral Pneumonia-663;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-663.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-663.png;;;;
20489;Viral Pneumonia-670;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-670.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-670.png;;;;
20491;Viral Pneumonia-672;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-672.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-672.png;;;;
20497;Viral Pneumonia-678;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-678.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-678.png;;;;
20499;Viral Pneumonia-680;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-680.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-680.png;;;;
20508;Viral Pneumonia-689;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-689.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-689.png;;;;
20526;Viral Pneumonia-707;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-707.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-707.png;;;;
20546;Viral Pneumonia-727;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-727.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-727.png;;;;
20547;Viral Pneumonia-728;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-728.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-728.png;;;;
20550;Viral Pneumonia-731;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-731.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-731.png;;;;
20553;Viral Pneumonia-734;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-734.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-734.png;;;;
20555;Viral Pneumonia-736;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-736.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-736.png;;;;
20559;Viral Pneumonia-740;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-740.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-740.png;;;;
20568;Viral Pneumonia-749;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-749.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-749.png;;;;
20571;Viral Pneumonia-752;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-752.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-752.png;;;;
20577;Viral Pneumonia-758;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-758.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-758.png;;;;
20586;Viral Pneumonia-767;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-767.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-767.png;;;;
20597;Viral Pneumonia-778;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-778.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-778.png;;;;
20603;Viral Pneumonia-784;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-784.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-784.png;;;;
20605;Viral Pneumonia-786;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-786.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-786.png;;;;
20618;Viral Pneumonia-799;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-799.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-799.png;;;;
20621;Viral Pneumonia-802;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-802.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-802.png;;;;
20623;Viral Pneumonia-804;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-804.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-804.png;;;;
20640;Viral Pneumonia-821;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-821.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-821.png;;;;
20645;Viral Pneumonia-826;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-826.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-826.png;;;;
20648;Viral Pneumonia-829;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-829.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-829.png;;;;
20660;Viral Pneumonia-841;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-841.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-841.png;;;;
20664;Viral Pneumonia-845;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-845.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-845.png;;;;
20677;Viral Pneumonia-858;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-858.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-858.png;;;;
20686;Viral Pneumonia-867;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-867.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-867.png;;;;
20691;Viral Pneumonia-872;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-872.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-872.png;;;;
20709;Viral Pneumonia-890;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-890.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-890.png;;;;
20720;Viral Pneumonia-901;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-901.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-901.png;;;;
20722;Viral Pneumonia-903;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-903.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-903.png;;;;
20724;Viral Pneumonia-905;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-905.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-905.png;;;;
20734;Viral Pneumonia-915;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-915.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-915.png;;;;
20737;Viral Pneumonia-918;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-918.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-918.png;;;;
20747;Viral Pneumonia-928;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-928.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-928.png;;;;
20751;Viral Pneumonia-932;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-932.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-932.png;;;;
20758;Viral Pneumonia-939;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-939.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-939.png;;;;
20761;Viral Pneumonia-942;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-942.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-942.png;;;;
20762;Viral Pneumonia-943;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-943.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-943.png;;;;
20765;Viral Pneumonia-946;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-946.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-946.png;;;;
20767;Viral Pneumonia-948;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-948.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-948.png;;;;
20777;Viral Pneumonia-958;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-958.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-958.png;;;;
20778;Viral Pneumonia-959;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-959.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-959.png;;;;
20779;Viral Pneumonia-960;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-960.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-960.png;;;;
20788;Viral Pneumonia-969;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-969.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-969.png;;;;
20789;Viral Pneumonia-970;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-970.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-970.png;;;;
20793;Viral Pneumonia-974;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-974.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-974.png;;;;
20800;Viral Pneumonia-981;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-981.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-981.png;;;;
20804;Viral Pneumonia-985;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-985.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-985.png;;;;
20808;Viral Pneumonia-989;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-989.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-989.png;;;;
20821;Viral Pneumonia-1002;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-1002.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-1002.png;;;;
20824;Viral Pneumonia-1005;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-1005.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-1005.png;;;;
20829;Viral Pneumonia-1010;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-1010.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-1010.png;;;;
20844;Viral Pneumonia-1025;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-1025.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-1025.png;;;;
20847;Viral Pneumonia-1028;https://www.kaggle.com/paultimothymooney/chest-xray-pneumonia;Viral Pneumonia;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\JDD_ALL_ORIG\Viral Pneumonia\Viral Pneumonia-1028.png;C:\MesDocuments\DATASCIENTEST\PROJET\Livrable 3 Streamlit\IMAGES\Masks_ALL_ORIG\Viral Pneumonia-1028.png;;;;
